ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
FTRU2088809: 75.338.819/0167-50<->84.772.936/2838-30
TGIJ0069192: 13.769.843/2680-34<->95.612.570/9539-21
ZEPJ9760741: 87.522.705/3473-16<->94.436.046/8932-67
ZNRJ7270577: 09.520.998/5437-43<->23.538.618/9740-03
ZEOU1510580: 48.953.730/8533-19<->21.007.087/8894-09
VRAZ2088052: 59.355.297/4000-04<->27.829.840/4342-30
ZFQJ8929147: 69.026.791/4391-48<->66.263.438/1069-01
XMYJ7851135: 92.322.047/8876-12<->98.055.339/2640-29
KQDZ2695937: 34.198.792/4214-04<->36.704.366/1548-16
CNPZ1226300: 73.745.800/6780-92<->77.343.980/0195-17
PDYZ2762603: 38.753.535/3359-53<->57.365.557/8101-09
PUCJ3643128: 67.289.756/8639-91<->58.300.256/0417-61
LJNJ1412411: 71.981.548/7388-38<->03.175.877/6544-11
KGLU2815736: 30.929.939/3729-91<->81.256.522/2612-10
MVGJ0253746: 68.879.101/4677-98<->64.437.696/8546-91
INUJ7048007: 67.890.832/6333-18<->91.258.723/5160-49
DMQZ6377062: 89.871.233/2027-09<->96.189.535/3861-80
UGCJ8868256: 83.145.465/2496-67<->88.593.980/1281-88
UJDU3738791: 74.531.262/9511-61<->11.279.564/4067-42
ALOU7559484: 01.148.105/0702-72<->57.737.012/4316-21
BXHJ2407145: 54.696.320/8313-14<->20.940.578/0653-46
ZRLJ9577461: 92.457.064/3591-08<->19.804.117/5466-55
FGBJ0717809: 36.207.242/3356-13<->67.215.510/2237-43
BYOZ3496968: 16.898.865/5224-82<->38.402.079/2871-86
MRJZ9356482: 63.755.412/2084-05<->68.888.311/3976-40
IDJU5969775: 69.406.246/3979-50<->05.177.715/7886-42
OFJJ4612117: 09.950.489/7586-41<->24.476.733/2446-39
YXJU0880966: 44.654.660/7065-45<->49.355.067/6291-30
UMIZ1311420: 64.943.733/1598-39<->48.939.870/1969-95
BWOJ9601292: 45.247.149/9477-96<->39.710.870/8101-36
MMNJ9187560: 64.507.939/9590-08<->89.721.205/9424-08
UYZJ6139578: 14.157.552/9104-84<->89.438.012/3846-46
PKBJ1612335: 87.410.845/9503-48<->38.614.535/6002-93
ACCU9083561: 96.030.239/6612-02<->12.446.735/7883-32
QROJ7869926: 79.492.897/0667-73<->15.598.886/6527-53
ZNFZ1012568: 50.631.372/2467-97<->28.795.645/2251-11
YFUJ5765452: 41.253.925/5102-17<->26.668.822/1882-99
YSYU4367185: 79.920.044/1821-60<->37.666.351/0240-59
TVMJ7572034: 40.051.220/7869-57<->34.118.555/5948-58
ZSDU4472714: 87.642.218/8555-48<->55.198.948/0184-62
XRIZ2325218: 92.538.427/5635-93<->68.527.424/2471-98
SPYZ0448955: 61.348.789/2886-78<->88.611.250/3735-13
VBXU2062058: 21.538.797/0035-90<->62.103.830/9126-37
VHWJ3545040: 38.888.608/5209-96<->19.671.894/0956-91
HXLJ2771211: 15.508.008/5022-02<->57.714.994/9782-68
MQLJ3540736: 35.907.551/1971-62<->88.339.428/6727-97
SXMU5346538: 07.649.225/6918-18<->56.046.251/8548-61
SOTJ7652951: 78.926.632/9254-98<->31.989.088/5778-80
JWTZ6771189: 26.759.176/0777-16<->37.926.858/0047-37
BZDZ4003624: 32.420.939/2733-74<->79.828.501/0326-78
PUDZ0108662: 54.809.138/8535-12<->54.988.666/3985-54
HGYJ9918047: 92.552.307/5311-73<->26.787.193/1747-33
XNIU7863413: 96.336.918/6157-33<->48.021.062/8297-95
SHNU7838281: 98.711.762/3734-33<->14.055.429/5413-01
TRBU6157967: 36.695.928/9449-64<->03.505.511/7823-75
NSYZ6791784: 11.468.576/8821-60<->39.101.253/3349-33
VHJU5703893: 74.769.665/8911-81<->96.194.872/4685-98
XHMU2422704: 64.258.174/4283-29<->50.048.892/8636-99
GNKU1656416: 88.422.063/2679-25<->62.628.823/0441-42
ONRU1339202: 49.154.362/0150-26<->16.235.511/5902-85
OCEU4254841: 50.360.082/2191-59<->02.729.746/1142-24
CLZU2692938: 30.515.874/3867-49<->68.507.799/4932-93
CDCU8909033: 85.410.386/3964-74<->72.047.892/7405-45
FNMZ9816592: 16.689.305/8215-44<->45.805.464/3921-31
WZAZ9309913: 80.301.824/8146-62<->14.999.590/0768-83
TKDZ5883196: 55.758.158/4705-15<->19.568.428/9912-65
MHWJ7069022: 99.145.966/6580-99<->78.409.225/6816-96
IWLZ7809914: 73.534.413/3041-55<->44.642.697/5602-63
FFMZ6366321: 48.825.615/0474-45<->44.534.133/8087-14
OEGJ5821455: 51.418.442/7466-61<->79.132.291/5538-61
LROJ4173866: 13.002.262/2117-82<->14.867.862/9056-59
HRUJ5803199: 02.624.969/9430-21<->09.783.153/4922-33
RURZ6557332: 27.477.092/8895-61<->61.478.383/4693-21
RPOU1882412: 03.282.994/9758-07<->81.943.810/2276-51
URHJ0579070: 98.163.964/8076-13<->43.742.628/3435-84
BTDZ6157921: 60.727.393/5423-04<->61.417.153/3077-82
LZQZ2862432: 30.916.344/7982-96<->87.917.239/5618-47
ICLZ4832835: 33.794.019/4430-70<->64.505.464/1945-07
XXCU9256772: 82.154.517/7378-95<->38.796.346/1447-62
TGLZ9212799: 63.838.090/6987-83<->27.732.030/5809-50
DOCU7470564: 89.614.836/3593-76<->02.927.175/7371-67
NVGZ3760018: 40.981.496/3162-32<->18.610.831/5751-97
WMMJ8615030: 27.303.708/2799-79<->79.778.727/7330-47
CXRZ4709288: 44.575.467/8445-70<->94.291.447/2924-58
ANMJ1957628: 48.922.079/7805-22<->50.634.527/5983-27
LOXZ1886878: 83.021.531/0032-76<->63.972.271/0604-75
GAUJ0735675: 75.586.628/2298-34<->55.003.277/4566-81
RWUU9059360: 53.665.494/4710-90<->77.468.064/9524-04
SPQJ1456331: 08.645.411/1584-05<->01.188.245/7088-06
XRMJ4156128: 44.322.040/6199-80<->17.989.253/3758-97
VTZZ1090028: 75.110.175/2793-11<->36.654.839/6634-83
DGYU0102124: 78.109.917/6865-57<->15.940.235/3704-41
MPNJ3154876: 90.572.548/7206-86<->84.670.009/9215-30
OOKJ6648362: 48.467.831/5744-25<->05.832.068/2730-54
RKBJ5731832: 00.954.467/3940-22<->30.237.966/4466-67
NQFU0723437: 16.558.000/1348-99<->91.418.099/9343-82
IZJU6732551: 09.953.202/7686-80<->16.137.131/9671-81
TUXU0198195: 07.872.331/9302-01<->29.283.211/7264-53
CSBU1624382: 26.050.312/8703-91<->62.409.512/2023-30
NNBJ6130434: 24.958.232/5373-30<->98.461.622/4870-43
UAHZ0349865: 44.252.312/3366-12<->95.655.370/1469-56
LTJZ9329808: 14.866.657/4078-22<->95.987.896/1623-25
JGLU4435504: 96.987.509/5021-24<->44.977.941/6784-66
KOHJ3468259: 28.880.574/9940-16<->86.305.827/3094-37
NNGJ6958300: 35.637.665/3217-05<->03.000.863/6288-83
DEQJ6787692: 00.310.183/7245-74<->24.460.015/4703-12
OVQJ7025984: 30.930.310/8702-72<->46.542.079/5738-90
VEIZ6761256: 59.911.415/2061-33<->97.073.012/3675-09
YWSJ4975681: 35.797.988/6712-34<->28.856.759/0803-72
THSU4779646: 12.652.783/9387-93<->14.396.507/5180-02
MJNJ4361712: 41.198.047/7666-65<->00.343.737/8331-59
UGZJ4356435: 57.342.923/5709-57<->68.929.805/7570-31
YUOJ4661339: 44.268.555/7932-56<->53.160.196/5190-76
SCFJ9861394: 05.933.480/0863-16<->83.962.176/6335-76
QADZ9379973: 07.004.409/4115-61<->97.795.698/6821-04
ZBSJ6882877: 28.408.498/4157-60<->71.468.258/9107-88
KMXU1068722: 62.878.638/4792-48<->63.624.236/4984-17
VHUZ5021346: 96.676.016/9704-40<->39.583.694/8635-31
YAUU8091564: 72.486.784/4276-43<->35.300.381/9821-99
VGIJ7758778: 74.898.263/1839-44<->84.203.610/6852-82
GZUU6924185: 52.584.603/2317-20<->66.225.633/7867-86
JFKJ6462665: 83.878.236/5050-24<->49.302.734/7949-02
NOJU9885411: 16.671.067/7659-66<->88.458.386/6758-29
GLLU3336140: 99.128.995/0819-28<->29.537.667/2657-46
AGRZ4647501: 77.127.745/7209-74<->03.660.798/9129-72
APFU4798394: 54.423.197/3464-40<->19.028.887/4833-48
TZKZ4715994: 74.723.377/7951-07<->56.800.471/5256-00
NKCZ9784872: 46.230.729/0137-15<->20.118.027/6143-64
CXGJ0218747: 97.032.537/5544-57<->85.012.270/0655-03
YVKZ8908610: 83.133.791/3503-13<->75.013.653/1310-14
RQIZ5220773: 30.509.312/3613-02<->02.888.583/4845-27
AECJ8665517: 36.878.277/3303-00<->48.531.132/3076-70
HXUU6375879: 18.276.203/7524-83<->73.516.653/0901-35
CIUJ0000428: 55.402.993/3402-44<->92.322.140/7498-31
OIXZ0025306: 43.819.428/2722-67<->37.487.801/2547-48
MGGJ7122960: 51.494.350/0353-65<->70.244.052/1842-03
PUQU2464243: 23.340.421/2095-00<->05.473.972/7593-21
QJSJ5654328: 84.283.194/5746-64<->84.287.684/0187-46
AWDZ8626404: 40.772.375/7320-43<->63.953.334/1408-27
PWLJ1489979: 41.326.874/1531-16<->45.143.326/4749-69
YVSU2423532: 36.967.027/4151-10<->02.467.850/7436-52
NFIU0048653: 89.424.994/0756-31<->54.403.038/2794-96
IYZZ4451223: 64.389.135/5711-19<->13.695.448/0925-16
SEUU1026342: 16.473.362/4474-29<->88.222.748/9800-61
GMYJ9430414: 13.863.657/1974-31<->28.364.894/2263-05
MHYZ6121575: 58.260.863/4373-33<->46.656.163/6001-01
KKIJ5770231: 99.762.509/4642-97<->69.450.815/2756-94
VLMJ8179439: 80.466.542/7238-58<->71.195.346/3756-98
ZAAJ0333235: 47.073.855/2872-37<->43.681.453/0947-18
GQRZ1052954: 18.384.344/3155-80<->09.889.389/1436-88
TBLU1620435: 45.196.166/8088-29<->00.468.656/7013-36
XLRU7651472: 95.671.173/7195-68<->05.384.689/1916-48
YXTZ0997627: 41.475.164/0524-41<->00.858.313/1317-40
SNTJ4535882: 71.153.725/5132-48<->15.116.955/5876-11
YJPU5027692: 34.457.200/5034-31<->85.502.913/9579-85
HKVJ4912915: 99.567.566/0204-67<->13.356.838/2809-43
HPGZ5233951: 55.862.219/6127-36<->86.650.105/4020-76
CSAZ0358207: 36.657.270/4908-79<->70.550.232/1149-97
UXFZ8285166: 87.202.455/2735-48<->19.151.283/2359-07
DVDZ8882262: 64.145.406/7566-98<->87.332.678/8859-69
ARAZ6699798: 12.924.022/7610-03<->35.994.525/2906-83
PPPJ7210624: 46.462.393/6740-01<->60.823.132/0931-87
OCJU8047185: 35.380.888/2181-53<->53.798.899/8404-58
MAOJ2164761: 52.574.845/7031-66<->49.199.923/4735-66
LYLU6480220: 83.529.570/2160-57<->41.058.987/0002-49
SIDU1125674: 29.163.228/4643-80<->66.374.380/4088-74
ORMU8137263: 77.821.839/0556-73<->96.435.772/1988-69
EKJJ3999449: 10.537.250/4148-53<->58.847.875/4912-55
HZAU1063018: 09.289.907/6996-06<->02.157.421/3784-23
OBWJ6787446: 46.489.881/9780-29<->52.900.512/6823-67
BGGJ6659884: 94.908.116/9768-32<->22.320.004/7593-77
OQPU0303046: 02.829.999/0119-73<->28.201.472/3807-29
MXVU5508832: 63.819.599/1982-42<->66.958.931/8288-74
ZSVU7029471: 65.357.814/9126-86<->34.068.525/0897-13
TAMU0860378: 69.468.367/7212-87<->69.746.946/3574-68
GKHU4708560: 08.746.905/3813-63<->67.752.865/7510-52
KQUJ3543645: 66.541.638/0829-43<->70.822.703/2645-98
ZFPU5339379: 15.881.006/9934-01<->37.996.464/2308-43
JZGU7046158: 41.944.317/3324-47<->16.236.361/1981-25
ITOJ0455135: 92.863.157/3521-38<->38.376.130/1373-71
GEVZ8602115: 01.626.108/4456-67<->89.682.555/6664-69
DVWJ0186097: 78.457.726/8667-71<->89.697.968/3671-86
NXUU3072685: 47.953.739/0056-09<->92.434.894/4490-69
JJQU5751730: 00.630.543/5225-03<->84.843.315/0299-29
URNJ2451630: 16.320.759/6060-38<->18.929.821/1688-22
VAHJ9318713: 46.586.529/1564-65<->12.019.972/2786-13
OUYJ3402885: 03.911.284/2752-67<->75.772.793/8517-78
HNJU7698919: 69.310.555/5631-52<->04.026.261/4889-09
MCGZ3080306: 13.533.755/0963-54<->13.500.938/1381-39
TJCU9047456: 40.912.389/7864-41<->48.878.032/4301-62
GYIJ8013337: 10.521.435/0055-95<->77.141.370/3408-08
BUJZ8996309: 46.143.163/7018-98<->85.036.357/4828-56
LKYU2685434: 32.500.359/4128-02<->62.743.230/3351-29
RSHZ7527120: 56.164.018/3790-89<->97.741.298/3378-01
WQRJ4416253: 65.794.500/9647-02<->13.913.320/2795-72
IQSU0441281: 80.328.245/4747-86<->24.110.341/4853-15
KTDZ6203786: 88.332.278/9499-00<->27.052.888/0511-09
HJXJ8950153: 63.049.837/9634-85<->91.603.087/0961-98
QDSZ7791709: 13.506.559/7373-28<->90.444.432/2108-55
NIKZ0192722: 38.149.035/2694-35<->26.427.730/5026-67
PLMJ3271395: 16.774.880/8632-62<->81.333.297/5602-20
OKMU9509928: 44.791.578/2716-38<->69.175.180/2256-76
ALSJ9802889: 45.093.866/2225-58<->40.823.919/7339-63
UYXZ5640700: 91.277.277/7839-07<->04.535.922/9811-26
TYQU8628092: 90.086.610/4543-85<->03.024.369/1942-14
XDEZ8664729: 55.655.093/7918-50<->06.240.152/1148-74
HONZ2227911: 02.858.303/5971-30<->63.682.270/6757-81
URGJ8328907: 14.444.043/6196-46<->80.160.603/9300-09
GXSJ2747738: 02.468.561/3165-30<->65.417.534/7922-37
SKYZ0408774: 58.951.696/3393-54<->30.321.391/4156-85
JDGJ2579635: 46.371.981/4574-60<->55.166.879/4051-29
XAAZ6004840: 83.615.998/9400-14<->28.253.964/7946-02
GOZZ0977598: 82.401.110/3557-95<->17.368.403/0517-55
GQSU8885655: 63.836.211/6321-06<->99.883.253/8789-56
CPVU2680029: 41.125.260/4759-60<->32.748.770/8567-65
ILKU7286898: 63.725.601/0548-25<->33.898.366/9316-71
GSYJ7542387: 41.686.933/4544-91<->72.805.642/9155-86
PSIZ1511597: 89.207.640/3713-07<->65.615.770/8726-82
AWLJ1055689: 08.725.995/8864-02<->89.102.989/9958-58
DHGJ4861533: 13.038.216/4180-72<->61.427.548/0732-23
HSPU3911988: 46.536.599/2467-40<->28.455.644/5043-57
GIKJ7032511: 15.471.288/1623-29<->56.889.130/1388-57
KDOZ1374545: 86.728.521/3347-09<->01.292.165/7885-17
IYYZ3361787: 79.280.980/7030-18<->85.020.597/9780-07
IKOU8578820: 22.790.236/9214-39<->41.680.450/4640-08
BCQU8540634: 37.712.135/3482-54<->37.969.628/7187-04
JFQZ9646348: 79.339.038/1551-53<->35.599.865/8123-39
RNMZ2648582: 90.345.372/8600-08<->36.529.512/4790-31
TIHJ6577349: 08.311.125/6534-01<->30.454.180/8820-26
UIZU2213118: 58.199.991/6488-37<->69.807.818/9262-54
BAPU3095433: 20.965.611/1840-40<->60.107.644/2146-96
VRUJ6899825: 96.441.878/9229-28<->35.472.193/5375-20
UJNU8089602: 27.093.243/3564-42<->25.527.214/7515-72
KZWZ8916697: 91.950.246/6506-95<->29.478.397/2386-50
UBJU8408327: 47.534.325/4994-42<->71.479.528/8194-17
UJUJ7838070: 45.144.088/7543-29<->23.383.916/1518-74
UNJU6379354: 57.988.567/7384-06<->57.631.035/0841-53
GUBJ1693267: 24.851.115/0540-55<->12.603.235/8147-16
LYKJ8370992: 45.011.130/6446-08<->73.260.008/6762-61
MNVU0625121: 70.971.649/5600-19<->70.743.101/6161-66
BSRZ5728095: 14.326.495/0056-75<->96.625.379/2880-78
KSRZ6961361: 79.683.315/4702-91<->33.041.464/9849-85
IFWZ7939582: 69.328.610/8647-54<->84.044.698/7659-69
QVXU7905769: 24.605.293/4112-43<->25.489.150/2030-07
MRFU8929126: 68.797.946/5200-06<->89.749.120/1057-48
BKEZ0627505: 06.058.871/9319-91<->62.985.219/2521-81
HOHZ6127081: 57.655.595/0924-93<->02.241.863/2823-12
QICJ0832870: 55.355.783/3066-79<->52.693.536/0873-82
FKGU3262748: 10.230.928/7663-97<->51.956.474/0521-99
VPHU3890736: 07.334.099/5724-54<->02.871.533/0319-68
OJPZ4165628: 02.764.067/5547-99<->00.684.058/7168-08
PFCU7190815: 30.955.638/1160-47<->27.552.149/6977-43
BLLZ3415136: 13.226.150/8424-59<->98.186.503/0390-90
KCQU2623137: 96.086.173/4178-53<->79.998.976/1183-04
ABXZ1037666: 39.451.222/2552-17<->97.375.865/5928-04
VBKJ5791574: 89.629.527/3892-72<->95.797.541/8492-02
NJOZ7868258: 29.983.596/1352-80<->50.270.445/0550-25
FGEU3132232: 36.018.122/6222-10<->11.252.323/3624-15
JSBJ7562165: 18.219.364/4909-72<->67.572.535/9308-44
FXTJ5776807: 96.652.721/0790-53<->51.179.285/5010-31
AXKJ2351819: 39.078.133/8991-59<->77.607.527/9698-84
FETU0111942: 19.015.507/5429-88<->27.041.444/4854-31
OHZZ6030356: 07.227.322/4210-67<->54.004.565/4854-76
XELZ1288384: 38.170.702/3402-54<->45.022.930/7687-22
KLMU0006529: 23.959.536/5529-62<->38.114.352/6638-84
RFDZ1289044: 64.238.070/1720-13<->30.878.145/2402-92
IXWU6754089: 68.541.377/4416-57<->73.655.200/8280-48
NSCU3122633: 82.339.185/5445-07<->06.578.373/7618-81
CUQZ3865894: 11.149.887/3131-30<->01.521.912/0939-78
CIGU6296160: 17.837.678/6163-96<->93.794.277/5156-66
ECFZ0190646: 40.967.185/4607-53<->56.433.895/8130-30
ITDJ8927279: 75.709.087/0335-61<->31.201.587/0117-96
AZBU9874622: 14.939.161/0502-59<->90.643.704/9447-82
XEIJ7642724: 48.685.148/0602-63<->02.064.654/8233-93
UHZJ3292635: 64.877.925/6816-39<->53.613.284/7176-16
DDBJ7649162: 51.401.567/2080-37<->54.499.541/5201-87
TDJZ3044543: 87.878.961/1111-19<->97.612.831/6348-41
WPGJ3681935: 05.452.839/4198-19<->34.690.132/4385-72
NCLJ3075150: 84.863.158/9898-06<->56.293.895/7831-72
FNHU1613039: 02.259.740/6043-07<->94.420.961/4812-08
VUOZ0052944: 77.348.714/9861-56<->72.763.619/2981-22
JVJZ4063205: 86.572.078/3996-22<->17.124.023/6133-15
BECZ2950198: 69.860.952/2520-67<->09.508.457/4448-34
SNGU7445564: 11.349.411/7203-07<->69.299.102/5866-02
EDHJ8584440: 52.805.312/9421-44<->31.674.929/7831-66
XYQJ7208891: 77.461.199/0283-79<->31.261.131/9504-03
BJNZ2169131: 83.588.416/5868-28<->98.461.549/3261-57
HSOJ7347166: 51.962.481/3468-35<->11.441.204/6997-31
UFYZ4092533: 31.356.133/1159-03<->44.657.286/5569-26
CJTJ9215330: 16.651.110/4055-02<->68.496.983/0234-34
MKUZ3339254: 76.599.497/6965-00<->60.945.698/6601-07
UIGZ0196552: 18.800.356/5545-88<->83.382.756/8908-61
FBCZ0980860: 03.075.050/4021-14<->26.625.688/5490-42
WJPU6519206: 18.068.298/9271-92<->21.542.968/7714-36
JOXJ9577021: 81.248.979/1525-92<->72.608.267/6521-21
BHQJ5326889: 80.271.292/8718-29<->04.001.347/8045-61
NCMZ8227029: 52.588.997/2768-59<->03.772.941/5320-78
LPLZ4111704: 25.782.556/3327-28<->33.982.770/9456-09
MUFU5984832: 14.159.337/2145-16<->70.556.004/8621-78
DBZJ8497195: 04.680.509/7635-39<->76.756.647/5044-02
JJRU3267608: 28.061.730/7915-03<->09.542.260/7987-44
XFZU1917994: 10.119.786/3058-34<->12.264.545/5011-17
CPZZ5824345: 55.331.455/5199-40<->59.189.100/1209-88
KEVZ6421652: 67.707.992/9986-08<->82.137.915/4464-82
OCGJ3405781: 16.330.622/2193-93<->82.673.177/2849-48
YHBU5099299: 07.387.644/5829-45<->10.461.975/1240-66
BUJJ7478296: 98.284.258/3801-13<->76.576.782/2967-79
TBCJ3483039: 89.925.921/6124-25<->49.049.108/2625-61
UUHZ9581720: 25.635.043/8770-86<->46.351.764/5476-74
NQGZ3597999: 52.697.217/8600-98<->72.335.827/3207-31
DIHZ5142965: 90.734.195/6445-22<->83.862.133/3350-90
GXLJ6720206: 50.579.928/0874-55<->51.752.525/3760-65
HAKJ7791627: 95.333.255/2486-44<->10.506.776/9054-76
EQMJ2090206: 83.896.339/3300-90<->35.135.415/6327-97
KNPZ3680135: 15.903.116/3221-56<->46.527.230/7441-46
BPLU9402635: 22.534.700/6310-68<->52.078.978/3294-47
IMIJ6589574: 24.940.359/5304-68<->94.452.336/7127-43
QZGJ9217332: 90.032.884/5168-57<->20.496.890/8318-94
CCHU9544042: 95.072.615/7809-01<->79.185.778/1616-84
CSTZ1924271: 58.125.626/3326-53<->89.437.124/2633-81
LPJJ8212220: 28.073.371/1475-47<->62.985.197/9759-81
IRQJ7681828: 48.040.351/1301-55<->02.074.791/8210-53
MAQJ1785918: 60.066.220/6354-06<->66.351.611/1792-85
DWRJ9848629: 73.881.740/5400-64<->51.169.974/8613-78
YZNU9154507: 28.176.789/9771-38<->59.650.045/0495-68
BSKU4108485: 94.121.303/5429-53<->33.904.331/2809-20
MDSJ5406321: 61.092.872/5704-35<->58.413.591/7201-53
AIEJ9385891: 13.131.976/1995-98<->20.664.358/0764-96
AENU8244190: 28.616.146/5068-49<->70.714.451/5735-11
YWDU5734392: 92.945.895/1520-84<->30.575.325/6847-74
ELGU8892383: 61.474.997/3693-68<->67.705.493/1241-88
DPBJ8887820: 61.733.075/7835-01<->77.631.567/5594-95
YPLJ1846028: 52.572.934/5722-26<->21.818.740/4899-17
FFKZ3826989: 98.410.816/1508-58<->31.990.324/1004-57
HYUJ9772653: 10.695.611/8907-98<->88.822.573/4700-67
RYZU1183288: 70.294.542/7118-07<->87.757.115/2882-52
HQEZ5827263: 73.076.532/9927-34<->56.401.347/0150-06
HFGJ6562997: 87.891.686/9727-74<->86.560.660/4721-98
ABAU0656281: 97.129.960/3510-47<->11.394.932/5603-10
XVCZ5849248: 17.154.283/8792-98<->50.617.448/3821-88
DCOU7419622: 53.338.482/7187-33<->85.508.796/6739-23
SIRZ4219215: 80.237.933/1233-09<->07.063.024/3431-57
AMDZ7764181: 35.466.237/6850-58<->34.104.739/8256-55
ATUU2935652: 43.833.464/5216-82<->12.774.696/8307-25
IJWJ3080203: 29.586.688/6293-20<->75.649.318/3230-80
IGFZ0173444: 53.435.618/8815-85<->86.751.684/6980-22
QJVJ4424426: 87.079.466/1531-55<->39.367.054/3178-65
JGSJ7529255: 75.789.519/4009-82<->10.557.683/0961-77
XUQZ0019775: 29.622.126/7223-13<->87.951.209/2298-86
HRPZ8059607: 50.335.517/1386-58<->49.939.688/1351-20
LXJU9731194: 72.097.796/9214-79<->20.254.112/7697-54
OSIJ8059520: 00.672.165/2325-26<->22.442.369/7236-89
MDMU9839664: 56.667.092/7858-07<->19.806.632/0640-06
WTAJ7185986: 04.834.251/3303-75<->82.477.412/4837-45
OVPZ8106715: 09.075.834/4997-04<->40.050.148/2759-07
LPHZ1695069: 43.044.520/0583-57<->67.854.973/4529-54
FKRU7398973: 37.497.916/9145-33<->58.881.878/7949-59
LTQJ8745738: 74.318.259/5095-40<->94.846.016/3860-87
DKDZ7294317: 20.895.228/7887-83<->82.800.272/6908-28
SCTZ1751025: 85.938.006/7348-36<->72.750.064/8250-88
QDJU4898106: 44.231.837/6466-44<->95.496.797/3567-84
XWWJ2258877: 25.101.829/1440-60<->17.334.519/8502-56
KAWU5975886: 15.529.150/2189-81<->11.175.894/2132-73
BDTU2980126: 91.131.046/1761-21<->05.411.921/1157-66
NEVZ2416894: 45.319.880/6789-69<->43.733.971/4547-19
FIMJ0650080: 34.254.288/2354-01<->24.567.208/0160-00
ZTZZ4859448: 84.893.291/5472-50<->48.151.678/9447-92
DVGZ7892984: 71.456.168/5373-66<->10.835.053/4909-76
NKGZ3243223: 60.816.575/5528-03<->36.527.898/9361-81
BAZZ7733018: 43.007.420/2085-53<->12.632.009/0311-99
QZXJ8536055: 67.582.165/9731-24<->95.283.673/6759-40
BLJZ5031332: 15.573.114/9819-97<->90.864.793/0894-82
OVTU3978236: 28.454.041/0877-11<->77.203.033/1285-27
OXWJ0374670: 53.982.709/2113-00<->25.463.544/6241-38
FNSJ1869524: 94.963.494/9008-55<->58.759.311/4925-92
XUXZ7730381: 85.873.513/9600-87<->69.462.733/3944-66
TFNZ6139837: 96.290.749/0931-39<->67.486.014/3721-55
DEJJ4491441: 50.225.509/1836-69<->14.581.120/0127-68
JCSZ7970731: 79.226.371/0720-80<->54.035.318/6765-30
WOXJ1654196: 10.763.314/0112-34<->09.050.356/4020-08
QZXU4495486: 61.962.351/5140-65<->09.711.208/3685-14
GAYU7710807: 00.205.730/4758-17<->75.061.707/2002-55
AJJJ9777052: 30.114.243/9397-01<->37.908.041/7535-07
AYSU0902005: 76.039.274/5548-03<->93.315.304/3383-94
YNEZ7289489: 15.982.458/3367-49<->92.829.615/6003-95
QRIJ4168313: 58.733.403/3967-02<->11.773.914/1859-40
SRRZ0222078: 83.353.122/7486-11<->55.784.206/5341-68
RTXJ3046263: 06.992.358/1500-21<->20.596.095/0410-84
QVLU3630452: 08.547.676/5052-82<->90.386.025/1328-00
TCDU9356374: 23.612.326/8904-03<->81.187.358/2563-11
ZWFU9814639: 21.943.076/8977-62<->15.084.947/3062-80
PUJJ4071380: 63.154.844/6382-24<->43.398.238/1279-68
ZQTZ9847102: 74.270.693/3832-88<->12.325.432/7179-66
KUVZ4918084: 14.976.025/2163-16<->98.057.334/9078-65
SLYU0561606: 74.541.115/1565-28<->14.549.935/6113-06
RRCU8734933: 63.166.408/1669-55<->64.226.192/9366-69
YOXU4706384: 82.084.598/8062-35<->43.350.820/5700-17
AECZ3657647: 47.504.602/1548-41<->13.300.320/0394-60
CAVU4429538: 02.227.610/8201-80<->50.587.642/0598-24
YKNJ0149723: 25.020.194/9286-11<->06.184.070/1617-33
ITCU2052907: 72.012.946/9328-21<->44.223.066/9477-71
ABHU5330854: 51.871.376/7960-47<->18.821.152/7073-09
KPNZ8232357: 69.035.253/8185-70<->11.147.118/2308-09
BUSJ1428982: 51.226.243/8286-07<->10.596.025/4524-73
XFLU0106399: 93.266.635/8807-11<->70.374.998/6835-54
UGOZ9275485: 39.167.103/0904-36<->58.523.582/7272-36
EWOJ8832895: 48.241.764/9911-91<->25.800.236/1630-20
HKOU8507749: 97.103.624/5031-15<->28.604.118/8814-02
WHIZ5381515: 95.465.197/9147-91<->35.176.241/0652-91
KSGZ3707408: 51.383.033/9566-75<->94.948.939/3584-06
VMZJ6831152: 17.137.843/0264-82<->06.792.844/7934-86
OBYJ5383036: 45.342.336/2888-28<->27.393.386/6442-30
ZQRU4093179: 70.749.410/1668-53<->50.062.479/5628-49
ZYEU6518126: 50.870.682/5999-29<->52.819.128/1084-87
DFVJ2550557: 40.660.157/3956-47<->28.877.536/2577-47
ATFU3173030: 04.899.200/3548-95<->83.529.866/2502-24
WOAZ4259205: 35.220.590/2914-15<->28.676.167/3847-69
EHTU7014954: 60.433.683/2794-47<->71.252.079/3282-94
GIYZ1677118: 34.606.652/7097-44<->36.851.653/5261-15
IGRU2848079: 44.464.523/6307-77<->54.004.569/8550-14
GWXZ3408496: 97.468.989/8303-01<->14.413.203/5069-36
VKYZ6728329: 03.584.584/0127-42<->85.596.023/8971-09
